Figure 5 data,,WE Area,1.036141239,cm^2,,,,,,,,,,,,,
0.1 V/s,,,0.2 V/s,,,0.3 V/s,,,0.5 V/s,,,0.7 V/s,,,1.0 V/s,,
-0.00457764,0.000424681,0.409867867,-0.00457764,0.000438515,0.423219329,-0.00457764,0.000983538,0.949231594,-0.00457764,0.00148016,1.428531115,-0.00457764,0.00192267,1.855606096,-0.00457764,0.00261438,2.523188828
-0.00350952,0.000425388,0.410550207,-0.00350952,0.000436639,0.421408765,-0.00350952,0.000986669,0.952253382,-0.00350952,0.00148434,1.432565314,-0.00350952,0.00192232,1.855268304,-0.00350952,0.00261813,2.526808026
-0.00244141,0.000426327,0.411456454,-0.00244141,0.000435424,0.420236145,-0.00244141,0.000991795,0.957200584,-0.00244141,0.00149447,1.442341973,-0.00244141,0.00192241,1.855355165,-0.00244141,0.00261984,2.52845838
-0.00137329,0.000426975,0.412081851,-0.00137329,0.000434367,0.419216014,-0.00137329,0.000985784,0.951399252,-0.00137329,0.00149363,1.441531273,-0.00137329,0.00191967,1.852710738,-0.00137329,0.00262596,2.534364911
-0.000305176,0.000427502,0.412590469,-0.000305176,0.000432042,0.416972111,-0.000305176,0.00098869,0.954203889,-0.000305176,0.0014879,1.436001139,-0.000305176,0.00192152,1.854496208,-0.000305176,0.00262789,2.536227591
0.000762939,0.000428113,0.413180157,0.000762939,0.000433231,0.418119638,0.000762939,0.000989721,0.955198927,0.000762939,0.00148344,1.431696707,0.000762939,0.00191462,1.847836885,0.000762939,0.0026199,2.528516287
0.00183105,0.000428551,0.413602879,0.00183105,0.000432808,0.417711393,0.00183105,0.000989113,0.954612134,0.00183105,0.00149239,1.440334525,0.00183105,0.00191228,1.845578505,0.00183105,0.00261701,2.525727092
0.00289917,0.000429156,0.414186777,0.00289917,0.000432597,0.417507752,0.00289917,0.000987779,0.953324665,0.00289917,0.00148919,1.437246143,0.00289917,0.00190984,1.843223614,0.00289917,0.00261423,2.52304406
0.00396729,0.00043019,0.41518471,0.00396729,0.000431143,0.416104469,0.00396729,0.000994767,0.960068919,0.00396729,0.00147916,1.427565996,0.00396729,0.00191205,1.845356528,0.00396729,0.00260884,2.517842067
0.0050354,0.000430975,0.415942329,0.0050354,0.000428171,0.413236134,0.0050354,0.000993275,0.958628961,0.0050354,0.00147471,1.423271214,0.0050354,0.00191956,1.852604574,0.0050354,0.00260481,2.513952636
0.00610352,0.000431552,0.416499203,0.00610352,0.000428211,0.413274739,0.00610352,0.000992984,0.958348111,0.00610352,0.00147886,1.42727646,0.00610352,0.00192231,1.855258653,0.00610352,0.00260974,2.518710674
0.00717163,0.00043173,0.416670994,0.00717163,0.000430443,0.415428885,0.00717163,0.000997106,0.962326334,0.00717163,0.00148415,1.432381941,0.00717163,0.00192692,1.859707853,0.00717163,0.0026229,2.531411646
0.00823975,0.000431402,0.416354435,0.00823975,0.000432993,0.41788994,0.00823975,0.00100271,0.967734863,0.00823975,0.00147473,1.423290517,0.00823975,0.00192844,1.861174835,0.00823975,0.00262603,2.534432469
0.00930786,0.000430791,0.415764747,0.00930786,0.000437577,0.422314047,0.00930786,0.00100197,0.967020674,0.00930786,0.00147176,1.420424112,0.00930786,0.00192456,1.857430171,0.00930786,0.00263227,2.540454814
0.010376,0.000430194,0.41518857,0.010376,0.000439546,0.424214367,0.010376,0.00100446,0.969423822,0.010376,0.00147554,1.424072263,0.010376,0.00193563,1.868114043,0.010376,0.00263497,2.543060637
0.0114441,0.000429672,0.414684778,0.0114441,0.000439836,0.424494252,0.0114441,0.0010117,0.976411286,0.0114441,0.00148555,1.433733108,0.0114441,0.00193196,1.864572055,0.0114441,0.00263831,2.546284135
0.0125122,0.000429687,0.414699255,0.0125122,0.000436652,0.421421311,0.0125122,0.00101277,0.977443964,0.0125122,0.0014875,1.435615091,0.0125122,0.00193587,1.868345672,0.0125122,0.00264091,2.548793446
0.0135803,0.000429495,0.414513952,0.0135803,0.00042973,0.414740755,0.0135803,0.00100596,0.970871501,0.0135803,0.00147817,1.426610527,0.0135803,0.00193932,1.871675334,0.0135803,0.00264596,2.553667299
0.0146484,0.000429085,0.414118253,0.0146484,0.000424789,0.4099721,0.0146484,0.00100947,0.97425907,0.0146484,0.00147793,1.426378899,0.0146484,0.00193499,1.867496367,0.0146484,0.00263447,2.542578077
0.0157166,0.000428701,0.413747647,0.0157166,0.000423151,0.408391235,0.0157166,0.00100852,0.973342206,0.0157166,0.00148464,1.43285485,0.0157166,0.00193672,1.869166023,0.0157166,0.00262917,2.537462944
0.0167847,0.000428368,0.413426262,0.0167847,0.000424908,0.410086949,0.0167847,0.00100271,0.967734863,0.0167847,0.00149117,1.439157079,0.0167847,0.00192885,1.861570534,0.0167847,0.0026265,2.534886075
0.0178528,0.000428466,0.413520844,0.0178528,0.000428395,0.413452321,0.0178528,0.00100526,0.970195917,0.0178528,0.00148737,1.435489626,0.0178528,0.00192779,1.860547507,0.0178528,0.00262459,2.533042697
0.0189209,0.000429155,0.414185811,0.0189209,0.000430932,0.415900829,0.0189209,0.00100859,0.973409765,0.0189209,0.00148662,1.434765786,0.0189209,0.001931,1.86364554,0.0189209,0.00262462,2.533071651
0.019989,0.000429874,0.414879732,0.019989,0.000433059,0.417953638,0.019989,0.00100572,0.970639872,0.019989,0.00149649,1.444291515,0.019989,0.00193195,1.864562404,0.019989,0.00263208,2.540271442
0.0210571,0.000430829,0.415801421,0.0210571,0.000432015,0.416946053,0.0210571,0.000999246,0.964391689,0.0210571,0.00150501,1.452514332,0.0210571,0.0019391,1.871463007,0.0210571,0.00264795,2.555587886
0.0221252,0.000431177,0.416137283,0.0221252,0.00042866,0.413708077,0.0221252,0.00100164,0.966702185,0.0221252,0.00150812,1.455515853,0.0221252,0.00193639,1.868847534,0.0221252,0.00265887,2.56612699
0.0231934,0.000430958,0.415925922,0.0231934,0.000424564,0.409754948,0.0231934,0.00100596,0.970871501,0.0231934,0.00149521,1.443056162,0.0231934,0.00194,1.872331615,0.0231934,0.0026561,2.563453609
0.0242615,0.000430629,0.415608397,0.0242615,0.000425529,0.410686289,0.0242615,0.000999616,0.964748783,0.0242615,0.00149573,1.443558024,0.0242615,0.00194383,1.876028022,0.0242615,0.00265492,2.562314768
0.0253296,0.000430609,0.415589095,0.0253296,0.000430139,0.415135489,0.0253296,0.00100275,0.967773467,0.0253296,0.00150032,1.447987922,0.0253296,0.00194673,1.878826868,0.0253296,0.00265779,2.565084661
0.0263977,0.00043115,0.416111225,0.0263977,0.000435609,0.420414692,0.0263977,0.00101106,0.97579361,0.0263977,0.0015015,1.449126763,0.0263977,0.0019481,1.880149082,0.0263977,0.00266074,2.567931763
0.0274658,0.00043213,0.417057042,0.0274658,0.000440259,0.424902497,0.0274658,0.00100822,0.97305267,0.0274658,0.00148993,1.437960331,0.0274658,0.00194428,1.876462326,0.0274658,0.00266104,2.568221299
0.0285339,0.000432968,0.417865812,0.0285339,0.000439995,0.424647706,0.0285339,0.00100826,0.973091275,0.0285339,0.0014823,1.43059647,0.0285339,0.00193821,1.870604051,0.0285339,0.00265795,2.56523908
0.0296021,0.000433718,0.418589651,0.0296021,0.000437432,0.422174105,0.0296021,0.00101275,0.977424661,0.0296021,0.00148461,1.432825896,0.0296021,0.00192758,1.860344832,0.0296021,0.00265604,2.563395702
0.0306702,0.000434128,0.41898535,0.0306702,0.000433019,0.417915033,0.0306702,0.00101053,0.975282096,0.0306702,0.00149051,1.438520101,0.0306702,0.00192775,1.860508902,0.0306702,0.00265405,2.561475115
0.0317383,0.000434231,0.419084757,0.0317383,0.000425502,0.41066023,0.0317383,0.00100794,0.972782437,0.0317383,0.00148741,1.43552823,0.0317383,0.00193271,1.865295894,0.0317383,0.00264171,2.549565541
0.0328064,0.000434304,0.419155211,0.0328064,0.000422794,0.408046687,0.0328064,0.00100884,0.973651044,0.0328064,0.0014839,1.432140661,0.0328064,0.00192642,1.859225293,0.0328064,0.00263456,2.542664938
0.0338745,0.000434562,0.419404212,0.0338745,0.000425529,0.410686289,0.0338745,0.00101244,0.977125474,0.0338745,0.00149178,1.439745802,0.0338745,0.00193108,1.86372275,0.0338745,0.00263843,2.54639995
0.0349426,0.000434893,0.419723666,0.0349426,0.000430483,0.41546749,0.0349426,0.00101266,0.977337801,0.0349426,0.00150211,1.449715486,0.0349426,0.00193182,1.864436938,0.0349426,0.00264721,2.554873698
0.0360107,0.000435538,0.420346168,0.0360107,0.000436745,0.421511068,0.0360107,0.00101391,0.9785442,0.0360107,0.00150305,1.450622698,0.0360107,0.00194312,1.875342787,0.0360107,0.00265776,2.565055707
0.0370789,0.000435945,0.420738972,0.0370789,0.000439229,0.423908424,0.0370789,0.00102046,0.984865732,0.0370789,0.00150087,1.448518737,0.0370789,0.00194775,1.87981129,0.0370789,0.00266272,2.5698427
0.038147,0.000436438,0.421214776,0.038147,0.000441012,0.425629232,0.038147,0.00102201,0.986361667,0.038147,0.00149503,1.44288244,0.038147,0.00194845,1.880486874,0.038147,0.00266659,2.573577712
0.0392151,0.000436987,0.421744626,0.0392151,0.00044088,0.425501836,0.0392151,0.00101737,0.981883513,0.0392151,0.00150536,1.452852124,0.0392151,0.00195401,1.885852937,0.0392151,0.00266974,2.576617838
0.0402832,0.000437495,0.422234907,0.0402832,0.000439044,0.423729877,0.0402832,0.00102025,0.984663057,0.0402832,0.00151813,1.465176698,0.0402832,0.0019461,1.878218843,0.0402832,0.00267759,2.584194025
0.0413513,0.000437637,0.422371954,0.0413513,0.00043763,0.422365198,0.0413513,0.00102458,0.988842024,0.0413513,0.00151705,1.464134369,0.0413513,0.00196208,1.893641451,0.0413513,0.00267963,2.586162869
0.0424194,0.000437463,0.422204023,0.0424194,0.00043903,0.423716365,0.0424194,0.0010213,0.985676432,0.0424194,0.00151291,1.460138775,0.0424194,0.00196265,1.894191569,0.0424194,0.00267747,2.584078211
0.0434875,0.000437087,0.421841138,0.0434875,0.000440206,0.424851346,0.0434875,0.00102597,0.99018354,0.0434875,0.001517,1.464086113,0.0434875,0.00196211,1.893670404,0.0434875,0.00268605,2.592358935
0.0445557,0.000436737,0.421503347,0.0445557,0.000442135,0.426713061,0.0445557,0.00102963,0.993715877,0.0445557,0.00152479,1.471604393,0.0445557,0.00196728,1.898660072,0.0445557,0.00269482,2.600823032
0.0456238,0.000436258,0.421041054,0.0456238,0.000442611,0.427172458,0.0456238,0.0010244,0.988668302,0.0456238,0.00152753,1.47424882,0.0456238,0.001962,1.893564241,0.0456238,0.00269832,2.60420095
0.0466919,0.000435958,0.420751519,0.0466919,0.000441765,0.426355967,0.0466919,0.00102262,0.98695039,0.0466919,0.00151872,1.465746119,0.0466919,0.00196955,1.900850893,0.0466919,0.00269518,2.601170475
0.04776,0.000435781,0.420580692,0.04776,0.000440048,0.424698857,0.04776,0.0010256,0.989826445,0.04776,0.00151417,1.461354825,0.04776,0.00195652,1.888275387,0.04776,0.00269754,2.603448157
0.0488281,0.000435673,0.42047646,0.0488281,0.00043833,0.423040782,0.0488281,0.00102642,0.990617843,0.0488281,0.00151619,1.463304367,0.0488281,0.0019579,1.889607252,0.0488281,0.00270247,2.608206195
0.0498962,0.000435472,0.420282471,0.0498962,0.00043578,0.420579727,0.0498962,0.00102363,0.98792516,0.0498962,0.00152157,1.468496709,0.0498962,0.00195875,1.890427603,0.0498962,0.00270238,2.608119335
0.0509644,0.00043565,0.420454262,0.0509644,0.000436362,0.421141427,0.0509644,0.00102445,0.988716558,0.0509644,0.001521,1.467946591,0.0509644,0.00195612,1.887889339,0.0509644,0.00270265,2.608379917
0.0520325,0.000436229,0.421013066,0.0520325,0.00043907,0.42375497,0.0520325,0.00102974,0.99382204,0.0520325,0.00151728,1.464356347,0.0520325,0.00195831,1.890002951,0.0520325,0.00269736,2.603274435
0.0531006,0.000437321,0.422066976,0.0531006,0.000442439,0.427006457,0.0531006,0.00102392,0.988205045,0.0531006,0.00151598,1.463101691,0.0531006,0.00195074,1.882696997,0.0531006,0.00269091,2.597049415
0.0541687,0.000438958,0.423646877,0.0541687,0.000445557,0.4300157,0.0541687,0.00102108,0.985464106,0.0541687,0.00152622,1.472984514,0.0541687,0.00195506,1.886866313,0.0541687,0.00268917,2.595370107
0.0552368,0.000441052,0.425667837,0.0552368,0.000445623,0.430079398,0.0552368,0.00102826,0.992393663,0.0552368,0.00152962,1.47626592,0.0552368,0.00196301,1.894539012,0.0552368,0.00269888,2.604741417
0.0563049,0.000443019,0.427566227,0.0563049,0.000442677,0.427236156,0.0563049,0.00103021,0.994275646,0.0563049,0.00152358,1.470436599,0.0563049,0.00197788,1.908890337,0.0563049,0.00269743,2.603341994
0.057373,0.000444604,0.429095941,0.057373,0.000440404,0.425042439,0.057373,0.00103066,0.99470995,0.057373,0.00151913,1.466141818,0.057373,0.00198998,1.920568282,0.057373,0.00270255,2.608283405
0.0584412,0.000445594,0.430051409,0.0584412,0.000437709,0.422441443,0.0584412,0.00103776,1.001562297,0.0584412,0.00152506,1.471864975,0.0584412,0.0019876,1.918271298,0.0584412,0.00271581,2.621080888
0.0595093,0.000445972,0.430416224,0.0595093,0.000438145,0.422862235,0.0595093,0.00104476,1.008318133,0.0595093,0.00153197,1.47853395,0.0595093,0.00199081,1.921369331,0.0595093,0.00271845,2.623628803
0.0605774,0.000445723,0.430175909,0.0605774,0.000442042,0.426623305,0.0605774,0.00104426,1.007835573,0.0605774,0.00152725,1.473978587,0.0605774,0.00199284,1.923328523,0.0605774,0.00272189,2.626948814
0.0616455,0.000445263,0.429731955,0.0616455,0.000445636,0.430091944,0.0616455,0.00104226,1.005905334,0.0616455,0.00152108,1.4680238,0.0616455,0.00199942,1.929679009,0.0616455,0.00272378,2.62877289
0.0627136,0.000444682,0.42917122,0.0627136,0.000449678,0.433992957,0.0627136,0.00104937,1.012767333,0.0627136,0.00152496,1.471768464,0.0627136,0.0019993,1.929563195,0.0627136,0.00272226,2.627305908
0.0637817,0.000444263,0.428766835,0.0637817,0.000451898,0.436135522,0.0637817,0.00104558,1.009109531,0.0637817,0.0015357,1.482133846,0.0637817,0.00200051,1.930730989,0.0637817,0.00272343,2.628435098
0.0648499,0.000444018,0.428530381,0.0648499,0.000452202,0.436428918,0.0648499,0.00103979,1.00352149,0.0648499,0.00154591,1.491987715,0.0648499,0.00200615,1.936174262,0.0648499,0.00272862,2.633444067
0.065918,0.000444214,0.428719544,0.065918,0.000452876,0.437079408,0.065918,0.00104202,1.005673706,0.065918,0.00154513,1.491234922,0.065918,0.00200579,1.935826819,0.065918,0.00273607,2.640634207
0.0669861,0.000444979,0.429457861,0.0669861,0.000453153,0.437346747,0.0669861,0.0010463,1.009804417,0.0669861,0.00154632,1.492383414,0.0669861,0.00200826,1.938210664,0.0669861,0.00273426,2.638887341
0.0680542,0.000446002,0.430445178,0.0680542,0.000453972,0.438137179,0.0680542,0.00104404,1.007623247,0.0680542,0.00155322,1.499042737,0.0680542,0.00200537,1.935421469,0.0680542,0.0027341,2.638732922
0.0691223,0.000447419,0.431812752,0.0691223,0.00045668,0.440750723,0.0691223,0.00104883,1.012246169,0.0691223,0.00156453,1.509958238,0.0691223,0.00200169,1.93186983,0.0691223,0.00273681,2.641348395
0.0701904,0.000449318,0.433645514,0.0701904,0.00045779,0.441822005,0.0701904,0.00105312,1.016386531,0.0701904,0.00156193,1.507448927,0.0701904,0.002009,1.938924853,0.0701904,0.00274219,2.646540737
0.0712585,0.000451028,0.435295868,0.0712585,0.000458556,0.442561287,0.0712585,0.00105955,1.022592249,0.0712585,0.00156041,1.505981946,0.0712585,0.0020007,1.930914362,0.0712585,0.00273591,2.640479788
0.0723267,0.000452479,0.436696256,0.0723267,0.000456799,0.440865572,0.0723267,0.00105804,1.021134918,0.0723267,0.00156095,1.50650311,0.0723267,0.0020095,1.939407412,0.0723267,0.00274101,2.645401897
0.0733948,0.00045362,0.437797457,0.0733948,0.00045314,0.4373342,0.0733948,0.00106708,1.029859598,0.0733948,0.00156975,1.514996161,0.0733948,0.00201243,1.942235212,0.0733948,0.00274491,2.649165862
0.0744629,0.000454504,0.438650623,0.0744629,0.000450524,0.434809448,0.0744629,0.00106971,1.032397862,0.0744629,0.00157041,1.51563314,0.0744629,0.00201643,1.94609569,0.0744629,0.00274977,2.653856342
0.075531,0.000455465,0.439578103,0.075531,0.000450022,0.434324958,0.075531,0.00106221,1.025159466,0.075531,0.00156439,1.509823121,0.075531,0.00202919,1.958410613,0.075531,0.00275531,2.659203104
0.0765991,0.000456532,0.440607885,0.0765991,0.000452387,0.436607465,0.0765991,0.00106006,1.02308446,0.0765991,0.00156412,1.509562539,0.0765991,0.00203063,1.959800385,0.0765991,0.00275823,2.662021252
0.0776672,0.00045805,0.442072936,0.0776672,0.000456337,0.440419687,0.0776672,0.00105987,1.022901087,0.0776672,0.00157254,1.517688844,0.0776672,0.00203908,1.967955644,0.0776672,0.00276188,2.665543938
0.0787354,0.000460038,0.443991594,0.0787354,0.000460868,0.444792643,0.0787354,0.0010525,1.015788157,0.0787354,0.00157679,1.521790601,0.0787354,0.00204853,1.977076022,0.0787354,0.00276916,2.672570007
0.0798035,0.000462178,0.446056949,0.0798035,0.000464528,0.44832498,0.0798035,0.00105628,1.019436308,0.0798035,0.00156913,1.514397787,0.0798035,0.00205854,1.986736867,0.0798035,0.00277266,2.675947925
0.0808716,0.000464506,0.448303747,0.0808716,0.000464581,0.448376131,0.0808716,0.00105995,1.022978296,0.0808716,0.00156392,1.509369515,0.0808716,0.00206832,1.996175735,0.0808716,0.00277505,2.678254561
0.0819397,0.000466752,0.450471405,0.0819397,0.000461978,0.445863925,0.0819397,0.00106601,1.02882692,0.0819397,0.00156733,1.512660572,0.0819397,0.00206248,1.990539438,0.0819397,0.00277461,2.677829908
0.0830078,0.00046843,0.452090875,0.0830078,0.000459957,0.443913419,0.0830078,0.00106423,1.027109007,0.0830078,0.00157706,1.522051184,0.0830078,0.00206546,1.993415493,0.0830078,0.00278572,2.688552384
0.0840759,0.000469886,0.453496089,0.0840759,0.000461304,0.445213435,0.0840759,0.00106904,1.031751232,0.0840759,0.00157982,1.524714913,0.0840759,0.00206243,1.990491182,0.0840759,0.00280032,2.702643128
0.085144,0.000471159,0.454724686,0.085144,0.000466708,0.45042894,0.085144,0.001071,1.033642866,0.085144,0.00157565,1.520690365,0.085144,0.00206479,1.992768863,0.085144,0.00281692,2.718664109
0.0862122,0.000472284,0.455810446,0.0862122,0.000473036,0.456536215,0.0862122,0.00107048,1.033141004,0.0862122,0.00158025,1.525129915,0.0862122,0.00206895,1.99678376,0.0862122,0.00282667,2.728074023
0.0872803,0.000473463,0.456948321,0.0872803,0.000479456,0.462732282,0.0872803,0.00107414,1.036673341,0.0872803,0.00159201,1.536479719,0.0872803,0.00207243,2.000142375,0.0872803,0.00283484,2.735959049
0.0883484,0.000474799,0.458237721,0.0883484,0.000482865,0.466022374,0.0883484,0.00108525,1.047395817,0.0883484,0.00159793,1.542193225,0.0883484,0.00208155,2.008944264,0.0883484,0.00284167,2.742550814
0.0894165,0.000475967,0.45936498,0.0894165,0.000484358,0.467463297,0.0894165,0.0010881,1.050146407,0.0894165,0.00159923,1.543447881,0.0894165,0.0020792,2.006676234,0.0894165,0.00284789,2.748553857
0.0904846,0.000477866,0.461197742,0.0904846,0.000482733,0.465894978,0.0904846,0.00109419,1.056023984,0.0904846,0.00160169,1.545822074,0.0904846,0.00208225,2.009619848,0.0904846,0.00284592,2.746652572
0.0915527,0.000480793,0.464022646,0.0915527,0.000479311,0.462592339,0.0915527,0.00110557,1.067007043,0.0915527,0.00161249,1.556245364,0.0915527,0.00208516,2.012428345,0.0915527,0.00284953,2.750136653
0.0926208,0.000485122,0.468200648,0.0926208,0.000480196,0.46344647,0.0926208,0.00111369,1.074843812,0.0926208,0.00162956,1.572719952,0.0926208,0.00208659,2.013808466,0.0926208,0.0028602,2.760434477
0.093689,0.000489755,0.472672046,0.093689,0.000483327,0.466468259,0.093689,0.00110681,1.068203791,0.093689,0.00165306,1.595400257,0.093689,0.00211528,2.041497741,0.093689,0.0029187,2.816893961
0.0947571,0.000493549,0.476333709,0.0947571,0.00048803,0.471007215,0.0947571,0.0011119,1.073116249,0.0947571,0.00167002,1.611768682,0.0947571,0.00213239,2.058010934,0.0947571,0.00294987,2.846976732
0.0958252,0.000495334,0.478056447,0.0958252,0.000492865,0.475673568,0.0958252,0.0011149,1.076011607,0.0958252,0.00168237,1.623687907,0.0958252,0.00214072,2.066050379,0.0958252,0.0029406,2.838030075
0.0968933,0.000493028,0.475830882,0.0968933,0.000501624,0.484127048,0.0968933,0.00113266,1.093152127,0.0968933,0.00167782,1.619296613,0.0968933,0.00212321,2.049151138,0.0968933,0.00289276,2.791858764
0.0979614,0.000485061,0.468141776,0.0979614,0.000502259,0.484739899,0.0979614,0.00113373,1.094184805,0.0979614,0.00164606,1.588644422,0.0979614,0.00208757,2.014754283,0.0979614,0.00280699,2.709080474
0.0990295,0.00047187,0.455410886,0.0990295,0.000488902,0.4718488,0.0990295,0.00111188,1.073096946,0.0990295,0.0015821,1.526915385,0.0990295,0.00202365,1.953063852,0.0990295,0.00267976,2.586288334
0.100098,0.000453629,0.437806143,0.100098,0.000463735,0.44755964,0.100098,0.00105889,1.02195527,0.100098,0.00150129,1.448924088,0.100098,0.00193293,1.865508221,0.100098,0.00250884,2.421330128
0.0990295,0.00043131,0.416265644,0.0990295,0.00043294,0.417838788,0.0990295,0.00097898,0.94483258,0.0990295,0.00141441,1.365074515,0.0990295,0.00183427,1.770289542,0.0990295,0.00231471,2.233971501
0.0979614,0.000405765,0.391611669,0.0979614,0.000399529,0.385593184,0.0979614,0.000887586,0.856626458,0.0979614,0.00131744,1.271486888,0.0979614,0.00171294,1.653191606,0.0979614,0.00211055,2.036932727
0.0968933,0.000378619,0.365412538,0.0968933,0.000366568,0.353781884,0.0968933,0.000801291,0.77334148,0.0968933,0.0011997,1.157853731,0.0968933,0.00158244,1.527243526,0.0968933,0.00189918,1.832935441
0.0958252,0.000351606,0.339341768,0.0958252,0.000341969,0.330040912,0.0958252,0.000719184,0.694098423,0.0958252,0.00108647,1.048573263,0.0958252,0.00145254,1.401874517,0.0958252,0.00169293,1.633879567
0.0947571,0.000326962,0.315557366,0.0947571,0.000328044,0.316601625,0.0947571,0.000675931,0.652354114,0.0947571,0.000983831,0.949514374,0.0947571,0.0013197,1.273668058,0.0947571,0.00150205,1.449657578
0.093689,0.000305767,0.29510166,0.093689,0.000311253,0.300396305,0.093689,0.000643868,0.621409491,0.093689,0.000901481,0.870036792,0.093689,0.00121312,1.170805633,0.093689,0.00134569,1.298751511
0.0926208,0.000288557,0.278491956,0.0926208,0.000294012,0.283756682,0.0926208,0.000605952,0.584816024,0.0926208,0.000842053,0.812681677,0.0926208,0.00112259,1.083433375,0.0926208,0.00123372,1.190687093
0.0915527,0.000274541,0.264964842,0.0915527,0.00027771,0.268023306,0.0915527,0.000570652,0.55074731,0.0915527,0.000797967,0.770133424,0.0915527,0.00107023,1.032899724,0.0915527,0.00118025,1.139082159
0.0904846,0.000262847,0.253678736,0.0904846,0.000263601,0.254406436,0.0904846,0.000551853,0.53260403,0.0904846,0.00075754,0.731116542,0.0904846,0.00101725,0.981767699,0.0904846,0.00109963,1.061274234
0.0894165,0.000252656,0.243843204,0.0894165,0.000254115,0.245251314,0.0894165,0.0005295,0.511030717,0.0894165,0.000730124,0.704656829,0.0894165,0.000968658,0.934870617,0.0894165,0.00102802,0.992162034
0.0883484,0.000242877,0.234405302,0.0883484,0.000245303,0.236746681,0.0883484,0.00050354,0.485976217,0.0883484,0.000700186,0.675763085,0.0883484,0.000925807,0.893514286,0.0883484,0.000963891,0.930269893
0.0872803,0.000233051,0.224922039,0.0872803,0.000238196,0.229887578,0.0872803,0.000479192,0.46247749,0.0872803,0.000663077,0.639948469,0.0872803,0.000881455,0.850709311,0.0872803,0.000903552,0.872035554
0.0862122,0.000224021,0.216207011,0.0862122,0.000230243,0.222211983,0.0862122,0.000458966,0.442956986,0.0862122,0.000627709,0.605814127,0.0862122,0.000840606,0.811285149,0.0862122,0.000843437,0.814017402
0.085144,0.000215391,0.20787803,0.085144,0.000219515,0.211858183,0.085144,0.000435913,0.420708088,0.085144,0.000600064,0.579133401,0.085144,0.000803855,0.775816046,0.085144,0.000781325,0.754071907
0.0840759,0.000207053,0.199830865,0.0840759,0.0002104,0.203061119,0.0840759,0.000411512,0.39715821,0.0840759,0.000578682,0.558497218,0.0840759,0.000766533,0.739795861,0.0840759,0.000731762,0.706237694
0.0830078,0.00019872,0.191788525,0.0830078,0.000200927,0.193918543,0.0830078,0.000398538,0.384636751,0.0830078,0.000549935,0.530752931,0.0830078,0.000731687,0.70616531,0.0830078,0.000690874,0.666775893
0.0819397,0.000190325,0.183686348,0.0819397,0.000192036,0.185337667,0.0819397,0.000389066,0.37549514,0.0819397,0.000514333,0.496392751,0.0819397,0.000685273,0.661370259,0.0819397,0.000641612,0.619232181
0.0808716,0.000182194,0.175838962,0.0808716,0.000186831,0.180314221,0.0808716,0.000365656,0.352901695,0.0808716,0.000486152,0.469194721,0.0808716,0.000653659,0.630858975,0.0808716,0.000593303,0.572608229
0.0798035,0.000174214,0.168137309,0.0798035,0.000180305,0.174015851,0.0798035,0.000353053,0.340738296,0.0798035,0.000467637,0.451325536,0.0798035,0.000617828,0.596277782,0.0798035,0.000555135,0.535771552
0.0787354,0.000166668,0.160854518,0.0787354,0.000174518,0.168430706,0.0787354,0.000348072,0.335931036,0.0787354,0.000448556,0.432910093,0.0787354,0.000586252,0.565803172,0.0787354,0.000514294,0.496355111
0.0776672,0.00015984,0.154264683,0.0776672,0.000167939,0.162081185,0.0776672,0.000332153,0.3205673,0.0776672,0.00042705,0.412154235,0.0776672,0.000562355,0.542739714,0.0776672,0.000481175,0.464391322
0.0765991,0.000153407,0.14805607,0.0765991,0.000158797,0.153258064,0.0765991,0.000312614,0.301709833,0.0765991,0.000399543,0.385606696,0.0765991,0.0005335,0.514891194,0.0765991,0.000451428,0.435681916
0.075531,0.000147066,0.141936248,0.075531,0.000151135,0.145863319,0.075531,0.000304647,0.294020727,0.075531,0.000383613,0.370232344,0.075531,0.000513101,0.495203724,0.075531,0.000418406,0.403811743
0.0744629,0.000140874,0.135960229,0.0744629,0.000143512,0.138506214,0.0744629,0.000292335,0.282138177,0.0744629,0.000374242,0.36118821,0.0744629,0.000493893,0.47666571,0.0744629,0.000389164,0.375589722
0.0733948,0.000134368,0.129681162,0.0733948,0.000136246,0.131493656,0.0733948,0.00027479,0.265205157,0.0733948,0.000353565,0.341232437,0.0733948,0.000477342,0.460692019,0.0733948,0.000355821,0.343409746
0.0723267,0.000127659,0.123206176,0.0723267,0.00013326,0.12861181,0.0723267,0.000262055,0.252914362,0.0723267,0.000330109,0.318594596,0.0723267,0.000465342,0.449110587,0.0723267,0.000322561,0.311309875
0.0712585,0.000121174,0.116947377,0.0712585,0.000129733,0.125207834,0.0712585,0.00025504,0.246144049,0.0712585,0.000315091,0.304100433,0.0712585,0.000443383,0.42791753,0.0712585,0.000283673,0.273778312
0.0701904,0.000115181,0.111163416,0.0701904,0.000125664,0.121280763,0.0701904,0.000244999,0.236453285,0.0701904,0.000309161,0.298377275,0.0701904,0.000432041,0.416971146,0.0701904,0.000254356,0.245483907
0.0691223,0.000109755,0.105926679,0.0691223,0.000120089,0.115900222,0.0691223,0.000229701,0.221688889,0.0691223,0.000298517,0.288104545,0.0691223,0.000404475,0.390366665,0.0691223,0.00022675,0.218840821
0.0680542,0.000104827,0.10117057,0.0680542,0.000113774,0.109805493,0.0680542,0.000221563,0.213834747,0.0680542,0.00027568,0.266064113,0.0680542,0.000384919,0.37149279,0.0680542,0.000196862,0.189995333
